1	1
2	2
3	3
4	4
5	1
6	4
7	3
8	5
9	5
10	1
11	4
12	1
13	6
14	3
15	6
16	3
17	1
18	7
19	6
20	8
21	7
22	5
23	5
24	1
25	1
26	2
27	6
28	7
29	1
30	8
31	8
32	6
33	3
34	2
35	6
36	8
37	6
38	2
39	6
40	3
41	4
42	1
43	6
44	6
45	9
46	2
47	10
48	3
49	9
50	10
51	1
52	5
53	4
54	10
55	6
56	8
57	7
58	9
59	7
60	7
61	3
62	6
63	7
64	7
65	3
66	7
67	9
68	10
69	5
70	1
71	7
72	6
73	4
74	10
75	4
76	9
77	7
78	5
79	5
80	8
81	8
82	4
83	8
84	10
85	4
86	6
87	9
88	7
89	10
90	2
91	1
92	9
93	9
94	1
95	8
96	7
97	7
98	7
99	4
100	6
101	3
102	8
103	4
104	2
105	1
106	2
107	3
108	4
109	5
110	2
111	10
112	5
113	9
114	7
115	10
