1	1
2	1
3	1
4	1
5	2
6	1
7	1
8	3
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
29	6
30	1
31	6
32	6
33	1
34	1
35	1
36	1
37	1
38	1
39	1
40	1
41	1
42	1
43	1
44	1
45	1
46	1
47	1
48	1
49	1
50	4
51	1
52	13
53	14
54	1
55	1
56	1
57	1
58	1
59	8
60	6
61	6
62	6
63	6
64	6
65	9
66	12
67	6
68	10
69	9
70	12
71	6
72	6
73	6
74	6
75	6
76	6
77	6
78	6
79	6
80	6
81	6
82	6
83	6
84	6
85	6
86	7
87	6
88	6
89	6
90	6
91	6
92	6
93	6
94	6
95	6
96	6
97	6
98	6
99	6
100	6
101	6
102	6
103	5
104	11
105	11
