1	53
1	58
1	84
1	89
1	99
1	100
2	11
2	12
2	85
2	91
2	99
2	100
3	22
3	38
3	51
3	59
3	63
3	80
4	77
4	81
4	88
4	91
4	93
4	99
5	7
5	8
5	17
5	46
5	49
5	61
6	20
6	23
6	45
6	83
6	96
6	98
7	5
7	53
7	69
7	71
7	75
7	95
8	5
8	71
8	91
8	95
8	99
8	100
9	25
9	87
9	91
9	96
9	97
9	98
10	45
10	73
10	88
10	96
10	97
10	98
11	2
11	55
11	84
11	92
11	99
11	100
12	2
12	24
12	47
12	76
12	95
12	100
13	16
13	31
13	65
13	66
13	90
13	97
14	72
14	86
14	87
14	90
14	97
14	98
15	32
15	42
15	52
15	84
15	99
15	100
16	13
16	32
16	66
16	96
16	97
16	98
17	5
17	58
17	59
17	85
17	91
17	100
18	34
18	37
18	38
18	56
18	94
18	99
19	51
19	64
19	76
19	78
19	80
19	94
20	6
20	57
20	82
20	96
20	97
20	98
21	29
21	56
21	70
21	71
21	85
21	100
22	3
22	40
22	75
22	76
22	80
22	94
23	6
23	85
23	86
23	87
23	97
23	98
24	12
24	52
24	79
24	91
24	95
24	100
25	9
25	48
25	65
25	82
25	97
25	98
26	28
26	32
26	53
26	89
26	91
26	100
27	52
27	69
27	91
27	95
27	99
27	100
28	26
28	64
28	74
28	76
28	78
28	94
29	21
29	70
29	77
29	86
29	99
29	100
30	47
30	81
30	84
30	95
30	99
30	100
31	13
31	43
31	82
31	90
31	96
31	97
31	98
32	15
32	16
32	26
32	47
32	92
32	99
32	100
33	61
33	69
33	70
33	85
33	92
33	98
33	100
34	18
34	46
34	56
34	59
34	76
34	78
34	94
35	39
35	48
35	50
35	96
35	97
35	98
35	99
36	58
36	89
36	92
36	93
36	95
36	99
36	100
37	18
37	52
37	74
37	75
37	78
37	80
37	94
38	3
38	18
38	40
38	51
38	67
38	75
38	94
39	35
39	60
39	68
39	69
39	73
39	96
39	97
40	22
40	38
40	56
40	59
40	74
40	75
40	94
41	62
41	89
41	90
41	91
41	92
41	99
41	100
42	15
42	69
42	77
42	93
42	97
42	99
42	100
43	31
43	68
43	90
43	93
43	96
43	97
43	98
44	47
44	72
44	82
44	83
44	90
44	97
44	98
45	6
45	10
45	73
45	79
45	83
45	86
45	96
46	5
46	34
46	51
46	63
46	64
46	67
46	76
47	12
47	30
47	32
47	44
47	53
47	92
47	95
47	100
48	25
48	35
48	66
48	72
48	77
48	82
48	96
48	98
49	5
49	81
49	84
49	88
49	91
49	93
49	99
49	100
50	35
50	57
50	70
50	73
50	87
50	96
50	97
50	98
51	3
51	19
51	38
51	46
51	64
51	78
51	94
51	99
52	15
52	24
52	27
52	37
52	69
52	88
52	99
52	100
53	1
53	7
53	26
53	47
53	58
53	88
53	93
53	100
54	55
54	58
54	61
54	62
54	79
54	92
54	99
54	100
55	11
55	54
55	80
55	88
55	92
55	93
55	99
55	100
56	18
56	21
56	34
56	40
56	67
56	75
56	78
56	94
57	20
57	50
57	68
57	72
57	73
57	83
57	97
57	100
58	1
58	17
58	36
58	53
58	54
58	92
58	95
58	100
59	3
59	17
59	34
59	40
59	63
59	74
59	78
59	94
60	39
60	83
60	84
60	87
60	90
60	96
60	97
60	98
61	5
61	33
61	54
61	85
61	92
61	95
61	99
61	100
62	41
62	54
62	85
62	88
62	89
62	95
62	97
62	100
63	3
63	46
63	59
63	64
63	74
63	75
63	76
63	94
64	19
64	28
64	46
64	51
64	63
64	67
64	80
64	94
65	13
65	25
65	66
65	72
65	82
65	91
65	96
65	97
65	98
66	13
66	16
66	48
66	65
66	72
66	83
66	95
66	96
66	98
67	38
67	46
