1	3 
2	3 
3	2 
4	3 
5	3 
6	1 
7	3 
8	3 
9	1 
10	1 
11	3 
12	3 
13	1 
14	1 
15	3 
16	1 
17	3 
18	2 
19	2 
20	1 
21	3 
22	2 
23	1 
24	3 
25	1 
26	3 
27	3 
28	2 
29	3 
30	3 
31	1 
32	3 
33	3 
34	2 
35	1 
36	3 
37	2 
38	2 
39	1 
40	2 
41	3 
42	3 
43	1 
44	1 
45	1 
46	2 
47	3 
48	1 
49	3 
50	1 
51	2 
52	3 
53	3 
54	3 
55	3 
56	2 
57	1 
58	3 
59	2 
60	1 
61	3 
62	3 
63	2 
64	2 
65	1 
66	1 
67	2 
68	1 
69	3 
70	3 
71	3 
72	1 
73	1 
74	2 
75	2 
76	2 
77	3 
78	2 
79	3 
80	2 
81	3 
82	1 
83	1 
84	3 
85	3 
86	1 
87	1 
88	3 
89	3 
90	1 
91	3 
92	3 
93	3 
94	2 
95	3 
96	1 
97	1 
98	1 
99	3 
100	3 
