1	1
2	12
3	16
4	4
5	1
6	4
7	16
8	2
9	2
10	1
11	4
12	3
13	15
14	16
15	15
16	16
17	1
18	9
19	15
20	14
21	9
22	2
23	2
24	1
25	6
26	12
27	15
28	9
29	3
30	14
31	14
32	15
33	16
34	12
35	15
36	14
37	15
38	12
39	15
40	16
41	4
42	1
43	15
44	15
45	8
46	12
47	5
48	16
49	8
50	5
51	3
52	2
53	4
54	5
55	15
56	14
57	9
58	8
59	11
60	10
61	16
62	15
63	9
64	10
65	16
66	9
67	8
68	5
69	2
70	6
71	9
72	15
73	4
74	5
75	4
76	8
77	9
78	2
79	2
80	14
81	13
82	4
83	17
84	5
85	4
86	15
87	8
88	9
89	5
90	12
91	3
92	8
93	8
94	1
95	14
96	9
97	9
98	7
99	4
100	15
101	16
102	14
103	4
104	12
105	1
106	12
107	16
108	4
109	2
110	12
111	5
112	2
113	8
114	9
115	5
