1	7
2	0
3	2
4	3
5	7
6	3
7	2
8	8
9	8
10	7
11	3
12	10
13	6
14	2
15	6
16	2
17	7
18	9
19	6
20	1
21	9
22	8
23	8
24	7
25	10
26	0
27	6
28	9
29	11
30	1
31	1
32	6
33	2
34	0
35	6
36	1
37	5
38	0
39	6
40	2
41	3
42	7
43	5
44	6
45	4
46	0
47	11
48	2
49	4
50	11
51	10
52	8
53	3
54	11
55	6
56	1
57	9
58	4
59	11
60	10
61	2
62	6
63	9
64	10
65	2
66	9
67	4
68	11
69	8
70	10
71	9
72	6
73	3
74	11
75	3
76	4
77	9
78	8
79	8
80	1
81	5
82	3
83	5
84	11
85	3
86	6
87	4
88	9
89	11
90	0
91	5
92	4
93	4
94	7
95	1
96	9
97	9
98	10
99	3
100	6
101	2
102	1
103	3
104	0
105	7
106	0
107	2
108	3
109	8
110	0
111	4
112	8
113	4
114	9
115	11
