param N := 100;

param m := 519;

param d:=
1	7
2	7
3	9
4	9
5	11
6	13
7	15
8	21
9	7
10	7
11	8
12	9
13	10
14	11
15	17
16	7
17	7
18	8
19	9
20	13
21	13
22	20
23	7
24	8
25	9
26	10
27	7
28	9
29	11
30	11
31	18
32	20
33	7
34	14
35	22
36	7
37	12
38	7
39	9
40	13
41	18
42	23
43	7
44	7
45	8
46	8
47	14
48	7
49	7
50	8
51	8
52	9
53	17
54	22
55	7
56	7
57	7
58	19
59	7
60	8
61	10
62	7
63	14
64	18
65	7
66	7
67	9
68	12
69	15
70	8
71	7
72	8
73	15
74	7
75	7
76	10
77	14
78	10
79	10
80	10
81	9
82	8
83	8
84	8
85	8
86	9
87	9
88	9
89	12
90	9
91	8
92	9
93	10
94	8
95	8
96	8
97	8
98	9
99	9
100	10
;

param: VV: a :=
1	25	1
1	48	1
1	51	1
1	74	1
1	79	1
1	88	1
1	97	1
25	18	1
25	7	1
25	8	1
25	35	1
25	49	1
25	68	1
48	4	1
48	35	1
48	44	1
48	56	1
48	59	1
48	78	1
48	97	1
48	100	1
51	4	1
51	14	1
51	57	1
51	60	1
51	90	1
51	96	1
51	99	1
51	100	1
74	13	1
74	17	1
74	37	1
74	66	1
74	70	1
74	71	1
74	80	1
74	93	1
74	97	1
74	98	1
79	2	1
79	10	1
79	11	1
79	32	1
79	58	1
79	59	1
79	68	1
79	70	1
79	71	1
79	75	1
79	8	1
79	97	1
88	5	1
88	20	1
88	28	1
88	43	1
88	45	1
88	47	1
88	63	1
88	78	1
88	80	1
88	87	1
88	93	1
88	95	1
88	98	1
88	100	1
97	19	1
97	21	1
97	34	1
97	35	1
97	39	1
97	46	1
97	47	1
97	75	1
97	77	1
97	78	1
97	82	1
97	86	1
97	89	1
97	93	1
97	95	1
97	98	1
97	99	1
2	6	1
2	38	1
2	46	1
2	66	1
2	71	1
2	90	1
6	8	1
6	84	1
6	98	1
6	14	1
6	33	1
6	53	1
38	32	1
38	37	1
38	55	1
38	75	1
38	86	1
38	94	1
38	100	1
46	17	1
46	40	1
46	44	1
46	49	1
46	53	1
46	91	1
46	99	1
66	13	1
66	18	1
66	21	1
66	50	1
66	57	1
66	59	1
66	9	1
66	84	1
71	7	1
71	11	1
71	12	1
71	39	1
71	43	1
71	62	1
71	83	1
71	100	1
90	10	1
90	17	1
90	20	1
90	24	1
90	30	1
90	35	1
90	58	1
90	64	1
90	65	1
90	72	1
90	77	1
90	85	1
90	93	1
90	95	1
90	100	1
3	9	1
3	33	1
3	61	1
3	80	1
3	81	1
3	95	1
3	29	1
9	21	1
9	61	1
9	65	1
9	67	1
9	85	1
33	22	1
