1	1
2	10
3	4
4	3
5	1
6	3
7	4
8	15
9	15
10	1
11	3
12	14
13	9
14	4
15	9
16	4
17	1
18	12
19	9
20	8
21	12
22	15
23	15
24	1
25	14
26	10
27	9
28	12
29	14
30	8
31	8
32	9
33	4
34	10
35	9
36	8
37	9
38	10
39	9
40	4
41	3
42	1
43	9
44	9
45	11
46	10
47	2
48	4
49	11
50	2
51	14
52	15
53	3
54	2
55	9
56	8
57	12
58	11
59	5
60	12
61	4
62	9
63	12
64	12
65	4
66	12
67	11
68	2
69	15
70	14
71	12
72	9
73	3
74	2
75	3
76	11
77	12
78	15
79	15
80	8
81	7
82	3
83	6
84	2
85	3
86	9
87	11
88	12
89	2
90	10
91	14
92	11
93	11
94	1
95	8
96	12
97	12
98	13
99	3
100	9
101	4
102	8
103	3
104	10
105	1
106	10
107	4
108	3
109	15
110	10
111	2
112	15
113	11
114	12
115	2
