x [*,*]
:    2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38  39  40  41  42  43  44  45  46  47  48  49  50  51  52  53  54  55  56  57  58  59  60  61  62    :=
1    1   0   1   1   1   1   1   1   1   0   1   1   1   1   1   1   1   1   1   0   1   1   1   1   1   1   1   0   1   0   1   1   1   1   1   1   1   1   1   1   1   0   1   0   1   1   0   1   1   1   1   1   1   1   1   1   1   1   1   1   1
2    .   1   1   1   0   0   0   1   0   1   1   1   0   1   1   1   0   1   0   1   1   0   1   1   0   0   0   1   1   1   0   0   1   1   1   1   1   1   1   1   0   1   1   1   1   1   1   0   1   1   1   1   1   0   1   0   0   1   1   0   1
3    .   .   1   1   1   1   1   1   1   0   1   1   1   1   1   1   1   1   1   0   1   1   1   1   1   1   1   0   1   0   1   1   1   1   1   1   1   1   1   1   1   0   1   0   1   1   0   1   1   1   1   1   1   1   1   1   1   1   1   1   1
4    .   .   .   1   1   1   1   0   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0   1   1   0   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0   1   1
5    .   .   .   .   1   1   1   1   1   1   0   1   1   1   0   1   1   0   1   1   0   1   0   0   1   1   1   1   0   1   1   1   1   1   0   1   1   1   1   1   1   1   1   1   0   1   1   1   1   1   0   1   1   1   0   1   1   1   1   1   1
6    .   .   .   .   .   0   0   1   0   1   1   1   0   1   1   1   0   1   0   1   1   0   1   1   0   0   0   1   1   1   0   0   1   1   1   1   1   1   1   1   0   1   1   1   1   1   1   0   1   1   1   1   1   0   1   0   0   1   1   0   1
7    .   .   .   .   .   .   0   1   0   1   1   1   0   1   1   1   0   1   0   1   1   0   1   1   0   0   0   1   1   1   0   0   1   1   1   1   1   1   1   1   0   1   1   1   1   1   1   0   1   1   1   1   1   0   1   0   0   1   1   0   1
8    .   .   .   .   .   .   .   1   0   1   1   1   0   1   1   1   0   1   0   1   1   0   1   1   0   0   0   1   1   1   0   0   1   1   1   1   1   1   1   1   0   1   1   1   1   1   1   0   1   1   1   1   1   0   1   0   0   1   1   0   1
9    .   .   .   .   .   .   .   .   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0   1   1   0   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0   1   1
10   .   .   .   .   .   .   .   .   .   1   1   1   0   1   1   1   0   1   0   1   1   0   1   1   0   0   0   1   1   1   0   0   1   1   1   1   1   1   1   1   0   1   1   1   1   1   1   0   1   1   1   1   1   0   1   0   0   1   1   0   1
